('YMD','Year','Month','Day'),
('20120415','2012','04','15'),
('20120419','2012','04','19'),
('20120420','2012','04','20'),
('20120421','2012','04','21'),
('20120422','2012','04','22'),
('20120423','2012','04','23'),
('20120424','2012','04','24'),
('20120425','2012','04','25'),
('20120426','2012','04','26'),
('20120427','2012','04','27'),
('20120428','2012','04','28'),
('20120429','2012','04','29'),
('20120430','2012','04','30'),
('20120501','2012','05','01'),
('20120502','2012','05','02'),
('20120503','2012','05','03'),
('20120504','2012','05','04'),
('20120505','2012','05','05'),
('20120506','2012','05','06'),
('20120507','2012','05','07'),
('20120508','2012','05','08'),
('20120509','2012','05','09'),
('20120510','2012','05','10'),
('20120511','2012','05','11'),
('20120512','2012','05','12'),
('20120513','2012','05','13'),
('20120514','2012','05','14'),
('20120515','2012','05','15'),
('20120516','2012','05','16'),
('20120517','2012','05','17'),
('20120518','2012','05','18'),
('20120519','2012','05','19'),
('20120520','2012','05','20'),
('20120521','2012','05','21'),
('20120522','2012','05','22'),
('20120523','2012','05','23'),
('20120524','2012','05','24'),
('20120525','2012','05','25'),
('20120526','2012','05','26'),
('20120527','2012','05','27'),
('20120528','2012','05','28'),
('20120529','2012','05','29'),
('20120530','2012','05','30'),
('20120531','2012','05','31'),
('20120601','2012','06','01'),
('20120602','2012','06','02'),
('20120603','2012','06','03'),
('20120604','2012','06','04'),
('20120605','2012','06','05'),
('20120606','2012','06','06'),
('20120607','2012','06','07'),
('20120608','2012','06','08'),
('20120609','2012','06','09'),
('20120610','2012','06','10'),
('20120611','2012','06','11'),
('20120612','2012','06','12'),
('20120613','2012','06','13'),
('20120614','2012','06','14'),
('20120615','2012','06','15'),
('20120616','2012','06','16'),
('20120617','2012','06','17'),
('20120618','2012','06','18'),
('20120619','2012','06','19'),
('20120620','2012','06','20'),
('20120621','2012','06','21'),
('20120622','2012','06','22'),
('20120623','2012','06','23'),
('20120624','2012','06','24'),
('20120625','2012','06','25'),
('20120626','2012','06','26'),
('20120627','2012','06','27'),
('20120628','2012','06','28'),
('20120629','2012','06','29'),
('20120630','2012','06','30'),
('20120701','2012','07','01'),
('20120702','2012','07','02'),
('20120703','2012','07','03'),
('20120704','2012','07','04'),
('20120705','2012','07','05'),
('20120706','2012','07','06'),
('20120707','2012','07','07'),
('20120708','2012','07','08'),
('20120709','2012','07','09'),
('20120710','2012','07','10'),
('20120711','2012','07','11'),
('20120712','2012','07','12'),
('20120713','2012','07','13'),
('20120714','2012','07','14'),
('20120715','2012','07','15'),
('20120716','2012','07','16'),
('20120717','2012','07','17'),
('20120718','2012','07','18'),
('20120719','2012','07','19'),
('20120720','2012','07','20'),
('20120721','2012','07','21'),
('20120722','2012','07','22'),
('20120723','2012','07','23'),
('20120724','2012','07','24'),
('20120725','2012','07','25'),
('20120726','2012','07','26'),
('20120727','2012','07','27'),
('20120728','2012','07','28'),
('20120729','2012','07','29'),
('20120730','2012','07','30'),
('20120731','2012','07','31'),
('20120801','2012','08','01'),
('20120802','2012','08','02'),
('20120803','2012','08','03'),
('20120804','2012','08','04'),
('20120805','2012','08','05'),
('20120806','2012','08','06'),
('20120807','2012','08','07'),
('20120808','2012','08','08'),
('20120809','2012','08','09'),
('20120810','2012','08','10'),
('20120811','2012','08','11'),
('20120812','2012','08','12'),
('20120813','2012','08','13'),
('20120814','2012','08','14'),
('20120815','2012','08','15'),
('20120816','2012','08','16'),
('20120817','2012','08','17'),
('20120818','2012','08','18'),
('20120824','2012','08','24'),
('20120825','2012','08','25'),
('20120826','2012','08','26'),
('20120827','2012','08','27'),
('20120828','2012','08','28'),
('20120829','2012','08','29'),
('20120830','2012','08','30'),
('20120831','2012','08','31'),
('20120901','2012','09','01'),
('20120902','2012','09','02'),
('20120903','2012','09','03'),
('20120904','2012','09','04'),
('20120905','2012','09','05'),
('20120906','2012','09','06'),
('20120907','2012','09','07'),
('20120908','2012','09','08'),
('20120909','2012','09','09'),
('20120910','2012','09','10'),
('20120911','2012','09','11'),
('20120912','2012','09','12'),
('20120913','2012','09','13'),
('20120914','2012','09','14'),
('20120915','2012','09','15'),
('20120916','2012','09','16'),
('20120917','2012','09','17'),
('20120918','2012','09','18'),
('20120919','2012','09','19'),
('20120920','2012','09','20'),
('20120921','2012','09','21'),
('20120922','2012','09','22'),
('20120923','2012','09','23'),
('20120924','2012','09','24'),
('20120925','2012','09','25'),
('20120926','2012','09','26'),
('20120927','2012','09','27'),
('20120928','2012','09','28'),
('20120929','2012','09','29'),
('20120930','2012','09','30'),
('20121001','2012','10','01'),
('20121002','2012','10','02'),
('20121003','2012','10','03'),
('20121004','2012','10','04'),
('20121005','2012','10','05'),
('20121006','2012','10','06'),
('20121007','2012','10','07'),
('20121008','2012','10','08'),
('20121009','2012','10','09'),
('20121010','2012','10','10'),
('20121011','2012','10','11'),
('20121012','2012','10','12'),
('20121013','2012','10','13'),
('20121014','2012','10','14'),
('20121015','2012','10','15'),
('20121016','2012','10','16'),
('20121017','2012','10','17'),
('20121018','2012','10','18'),
('20121019','2012','10','19'),
('20121020','2012','10','20'),
('20121021','2012','10','21'),
('20121022','2012','10','22'),
('20121023','2012','10','23'),
('20121024','2012','10','24'),
('20121025','2012','10','25'),
('20121026','2012','10','26'),
('20121027','2012','10','27'),
('20121028','2012','10','28'),
('20121029','2012','10','29'),
('20121030','2012','10','30'),
('20121031','2012','10','31'),
('20121101','2012','11','01'),
('20121102','2012','11','02'),
('20121103','2012','11','03'),
('20121104','2012','11','04'),
('20121105','2012','11','05'),
('20121106','2012','11','06'),
('20121107','2012','11','07'),
('20121108','2012','11','08'),
('20121109','2012','11','09'),
('20121110','2012','11','10'),
('20121111','2012','11','11'),
('20121112','2012','11','12'),
('20121113','2012','11','13'),
('20121114','2012','11','14'),
('20121115','2012','11','15'),
('20121116','2012','11','16'),
('20121117','2012','11','17'),
('20121118','2012','11','18'),
('20121119','2012','11','19'),
('20121120','2012','11','20'),
('20121121','2012','11','21'),
('20121122','2012','11','22'),
('20121123','2012','11','23'),
('20121124','2012','11','24'),
('20121125','2012','11','25'),
('20121126','2012','11','26'),
('20121127','2012','11','27'),
('20121128','2012','11','28'),
('20121129','2012','11','29'),
('20121130','2012','11','30'),
('20121201','2012','12','01'),
('20121202','2012','12','02'),
('20121203','2012','12','03'),
('20121204','2012','12','04'),
('20121205','2012','12','05'),
('20121206','2012','12','06'),
('20121207','2012','12','07'),
('20121208','2012','12','08'),
('20121209','2012','12','09'),
('20121210','2012','12','10'),
('20121211','2012','12','11'),
('20121212','2012','12','12'),
('20121213','2012','12','13'),
('20121214','2012','12','14'),
('20121215','2012','12','15'),
('20121216','2012','12','16'),
('20121217','2012','12','17'),
('20121218','2012','12','18'),
('20121219','2012','12','19'),
('20121220','2012','12','20'),
('20121221','2012','12','21'),
('20121222','2012','12','22'),
('20121223','2012','12','23'),
('20121224','2012','12','24'),
('20121225','2012','12','25'),
('20121226','2012','12','26'),
('20121227','2012','12','27'),
('20121228','2012','12','28'),
('20121229','2012','12','29'),
('20121230','2012','12','30'),
('20121231','2012','12','31'),
('20120417','2012','04','17'),
('20120418','2012','04','18'),
('20120416','2012','04','16'),
('20120819','2012','08','19'),
('20120820','2012','08','20'),
('20120821','2012','08','21'),
('20120822','2012','08','22'),
('20120823','2012','08','23'),
('20131201','2013','12','01'),
('20131202','2013','12','02'),
('20131203','2013','12','03'),
('20131204','2013','12','04'),
('20131205','2013','12','05'),
('20131206','2013','12','06'),
('20131207','2013','12','07'),
('20131208','2013','12','08'),
('20131209','2013','12','09'),
('20131210','2013','12','10'),
('20131211','2013','12','11'),
('20131212','2013','12','12'),
('20131213','2013','12','13'),
('20131214','2013','12','14'),
('20131215','2013','12','15'),
('20131216','2013','12','16'),
('20131217','2013','12','17'),
('20131218','2013','12','18'),
('20131219','2013','12','19'),
('20131220','2013','12','20'),
('20131221','2013','12','21'),
('20131222','2013','12','22'),
('20131223','2013','12','23'),
('20131224','2013','12','24'),
('20131225','2013','12','25'),
('20131226','2013','12','26'),
('20131227','2013','12','27'),
('20131228','2013','12','28'),
('20131229','2013','12','29'),
('20131230','2013','12','30'),
('20131231','2013','12','31'),
('20130101','2013','01','01'),
('20130102','2013','01','02'),
('20130103','2013','01','03'),
('20130104','2013','01','04'),
('20130105','2013','01','05'),
('20130106','2013','01','06'),
('20130107','2013','01','07'),
('20130108','2013','01','08'),
('20130109','2013','01','09'),
('20130110','2013','01','10'),
('20130111','2013','01','11'),
('20130112','2013','01','12'),
('20130113','2013','01','13'),
('20130114','2013','01','14'),
('20130115','2013','01','15'),
('20130116','2013','01','16'),
('20130117','2013','01','17'),
('20130118','2013','01','18'),
('20130119','2013','01','19'),
('20130120','2013','01','20'),
('20130121','2013','01','21'),
('20130122','2013','01','22'),
('20130123','2013','01','23'),
('20130124','2013','01','24'),
('20130125','2013','01','25'),
('20130126','2013','01','26'),
('20130127','2013','01','27'),
('20130128','2013','01','28'),
('20130129','2013','01','29'),
('20130130','2013','01','30'),
('20130131','2013','01','31'),
('20130201','2013','02','01'),
('20130202','2013','02','02'),
('20130203','2013','02','03'),
('20130204','2013','02','04'),
('20130205','2013','02','05'),
('20130206','2013','02','06'),
('20130207','2013','02','07'),
('20130208','2013','02','08'),
('20130209','2013','02','09'),
('20130210','2013','02','10'),
('20130211','2013','02','11'),
('20130212','2013','02','12'),
('20130213','2013','02','13'),
('20130214','2013','02','14'),
('20130215','2013','02','15'),
('20130216','2013','02','16'),
('20130217','2013','02','17'),
('20130218','2013','02','18'),
('20130219','2013','02','19'),
('20130220','2013','02','20'),
('20130221','2013','02','21'),
('20130227','2013','02','27'),
('20130228','2013','02','28'),
('20130301','2013','03','01'),
('20130302','2013','03','02'),
('20130303','2013','03','03'),
('20130304','2013','03','04'),
('20130305','2013','03','05'),
('20130306','2013','03','06'),
('20130307','2013','03','07'),
('20130308','2013','03','08'),
('20130309','2013','03','09'),
('20130310','2013','03','10'),
('20130311','2013','03','11'),
('20130312','2013','03','12'),
('20130313','2013','03','13'),
('20130314','2013','03','14'),
('20130315','2013','03','15'),
('20130316','2013','03','16'),
('20130317','2013','03','17'),
('20130318','2013','03','18'),
('20130319','2013','03','19'),
('20130320','2013','03','20'),
('20130321','2013','03','21'),
('20130322','2013','03','22'),
('20130323','2013','03','23'),
('20130324','2013','03','24'),
('20130325','2013','03','25'),
('20130326','2013','03','26'),
('20130327','2013','03','27'),
('20130328','2013','03','28'),
('20130329','2013','03','29'),
('20130330','2013','03','30'),
('20130331','2013','03','31'),
('20130401','2013','04','01'),
('20130402','2013','04','02'),
('20130403','2013','04','03'),
('20130404','2013','04','04'),
('20130405','2013','04','05'),
('20130406','2013','04','06'),
('20130407','2013','04','07'),
('20130408','2013','04','08'),
('20130409','2013','04','09'),
('20130410','2013','04','10'),
('20130411','2013','04','11'),
('20130412','2013','04','12'),
('20130413','2013','04','13'),
('20130414','2013','04','14'),
('20130415','2013','04','15'),
('20130416','2013','04','16'),
('20130417','2013','04','17'),
('20130418','2013','04','18'),
('20130419','2013','04','19'),
('20130420','2013','04','20'),
('20130421','2013','04','21'),
('20130422','2013','04','22'),
('20130423','2013','04','23'),
('20130424','2013','04','24'),
('20130425','2013','04','25'),
('20130426','2013','04','26'),
('20130427','2013','04','27'),
('20130428','2013','04','28'),
('20130429','2013','04','29'),
('20130430','2013','04','30'),
('20130501','2013','05','01'),
('20130502','2013','05','02'),
('20130503','2013','05','03'),
('20130504','2013','05','04'),
('20130505','2013','05','05'),
('20130506','2013','05','06'),
('20130507','2013','05','07'),
('20130508','2013','05','08'),
('20130509','2013','05','09'),
('20130510','2013','05','10'),
('20130511','2013','05','11'),
('20130512','2013','05','12'),
('20130513','2013','05','13'),
('20130514','2013','05','14'),
('20130515','2013','05','15'),
('20130516','2013','05','16'),
('20130517','2013','05','17'),
('20130518','2013','05','18'),
('20130519','2013','05','19'),
('20130520','2013','05','20'),
('20130521','2013','05','21'),
('20130522','2013','05','22'),
('20130523','2013','05','23'),
('20130524','2013','05','24'),
('20130525','2013','05','25'),
('20130526','2013','05','26'),
('20130527','2013','05','27'),
('20130528','2013','05','28'),
('20130529','2013','05','29'),
('20130530','2013','05','30'),
('20130531','2013','05','31'),
('20130601','2013','06','01'),
('20130602','2013','06','02'),
('20130603','2013','06','03'),
('20130604','2013','06','04'),
('20130605','2013','06','05'),
('20130606','2013','06','06'),
('20130607','2013','06','07'),
('20130608','2013','06','08'),
('20130609','2013','06','09'),
('20130610','2013','06','10'),
('20130611','2013','06','11'),
('20130612','2013','06','12'),
('20130613','2013','06','13'),
('20130614','2013','06','14'),
('20130615','2013','06','15'),
('20130616','2013','06','16'),
('20130617','2013','06','17'),
('20130618','2013','06','18'),
('20130619','2013','06','19'),
('20130620','2013','06','20'),
('20130621','2013','06','21'),
('20130622','2013','06','22'),
('20130623','2013','06','23'),
('20130624','2013','06','24'),
('20130625','2013','06','25'),
('20130626','2013','06','26'),
('20130627','2013','06','27'),
('20130628','2013','06','28'),
('20130629','2013','06','29'),
('20130630','2013','06','30'),
('20130701','2013','07','01'),
('20130702','2013','07','02'),
('20130703','2013','07','03'),
('20130704','2013','07','04'),
('20130705','2013','07','05'),
('20130706','2013','07','06'),
('20130707','2013','07','07'),
('20130708','2013','07','08'),
('20130709','2013','07','09'),
('20130710','2013','07','10'),
('20130711','2013','07','11'),
('20130712','2013','07','12'),
('20130713','2013','07','13'),
('20130714','2013','07','14'),
('20130715','2013','07','15'),
('20130716','2013','07','16'),
('20130717','2013','07','17'),
('20130718','2013','07','18'),
('20130719','2013','07','19'),
('20130720','2013','07','20'),
('20130721','2013','07','21'),
('20130722','2013','07','22'),
('20130723','2013','07','23'),
('20130724','2013','07','24'),
('20130725','2013','07','25'),
('20130726','2013','07','26'),
('20130727','2013','07','27'),
('20130728','2013','07','28'),
('20130729','2013','07','29'),
('20130730','2013','07','30'),
('20130731','2013','07','31'),
('20130801','2013','08','01'),
('20130802','2013','08','02'),
('20130803','2013','08','03'),
('20130804','2013','08','04'),
('20130805','2013','08','05'),
('20130806','2013','08','06'),
('20130807','2013','08','07'),
('20130808','2013','08','08'),
('20130809','2013','08','09'),
('20130810','2013','08','10'),
('20130811','2013','08','11'),
('20130812','2013','08','12'),
('20130813','2013','08','13'),
('20130814','2013','08','14'),
('20130815','2013','08','15'),
('20130816','2013','08','16'),
('20130817','2013','08','17'),
('20130818','2013','08','18'),
('20130819','2013','08','19'),
('20130820','2013','08','20'),
('20130821','2013','08','21'),
('20130822','2013','08','22'),
('20130823','2013','08','23'),
('20130824','2013','08','24'),
('20130825','2013','08','25'),
('20130826','2013','08','26'),
('20130827','2013','08','27'),
('20130828','2013','08','28'),
('20130829','2013','08','29'),
('20130830','2013','08','30'),
('20130831','2013','08','31'),
('20130901','2013','09','01'),
('20130902','2013','09','02'),
('20130903','2013','09','03'),
('20130904','2013','09','04'),
('20130905','2013','09','05'),
('20130906','2013','09','06'),
('20130907','2013','09','07'),
('20130908','2013','09','08'),
('20130909','2013','09','09'),
('20130910','2013','09','10'),
('20130911','2013','09','11'),
('20130912','2013','09','12'),
('20130913','2013','09','13'),
('20130914','2013','09','14'),
('20130915','2013','09','15'),
('20130916','2013','09','16'),
('20130917','2013','09','17'),
('20130918','2013','09','18'),
('20130919','2013','09','19'),
('20130920','2013','09','20'),
('20130921','2013','09','21'),
('20130922','2013','09','22'),
('20130923','2013','09','23'),
('20130924','2013','09','24'),
('20130925','2013','09','25'),
('20130926','2013','09','26'),
('20130927','2013','09','27'),
('20130928','2013','09','28'),
('20130929','2013','09','29'),
('20130930','2013','09','30'),
('20131001','2013','10','01'),
('20131002','2013','10','02'),
('20131003','2013','10','03'),
('20131004','2013','10','04'),
('20131005','2013','10','05'),
('20131006','2013','10','06'),
('20131007','2013','10','07'),
('20131008','2013','10','08'),
('20131009','2013','10','09'),
('20131010','2013','10','10'),
('20131011','2013','10','11'),
('20131012','2013','10','12'),
('20131013','2013','10','13'),
('20131014','2013','10','14'),
('20131015','2013','10','15'),
('20131016','2013','10','16'),
('20131017','2013','10','17'),
('20131018','2013','10','18'),
('20131019','2013','10','19'),
('20131020','2013','10','20'),
('20131021','2013','10','21'),
('20131022','2013','10','22'),
('20131023','2013','10','23'),
('20131024','2013','10','24'),
('20131025','2013','10','25'),
('20131026','2013','10','26'),
('20131027','2013','10','27'),
('20131028','2013','10','28'),
('20131029','2013','10','29'),
('20131030','2013','10','30'),
('20131031','2013','10','31'),
('20131101','2013','11','01'),
('20131102','2013','11','02'),
('20131103','2013','11','03'),
('20131104','2013','11','04'),
('20131105','2013','11','05'),
('20131106','2013','11','06'),
('20131107','2013','11','07'),
('20131108','2013','11','08'),
('20131109','2013','11','09'),
('20131110','2013','11','10'),
('20131111','2013','11','11'),
('20131112','2013','11','12'),
('20131113','2013','11','13'),
('20131114','2013','11','14'),
('20131115','2013','11','15'),
('20131116','2013','11','16'),
('20131117','2013','11','17'),
('20131118','2013','11','18'),
('20131119','2013','11','19'),
('20131120','2013','11','20'),
('20131121','2013','11','21'),
('20131122','2013','11','22'),
('20131123','2013','11','23'),
('20131124','2013','11','24'),
('20131125','2013','11','25'),
('20131126','2013','11','26'),
('20131127','2013','11','27'),
('20131128','2013','11','28'),
('20131129','2013','11','29'),
('20131130','2013','11','30'),
('20130222','2013','02','22'),
('20130223','2013','02','23'),
('20130224','2013','02','24'),
('20130225','2013','02','25'),
('20130226','2013','02','26'),
('20140101','2014','01','01'),
('20140102','2014','01','02'),
('20140103','2014','01','03'),
('20140106','2014','01','06'),
('20140107','2014','01','07'),
('20140108','2014','01','08'),
('20140218','2014','02','18'),
('20140219','2014','02','19'),
('20140220','2014','02','20'),
('20140221','2014','02','21'),
('20140222','2014','02','22'),
('20140223','2014','02','23'),
('20140224','2014','02','24'),
('20140225','2014','02','25'),
('20140226','2014','02','26'),
('20140227','2014','02','27'),
('20140228','2014','02','28'),
('20140303','2014','03','03'),
('20140304','2014','03','04'),
('20140305','2014','03','05'),
('20140306','2014','03','06'),
('20140307','2014','03','07'),
('20140308','2014','03','08'),
('20140309','2014','03','09'),
('20140310','2014','03','10'),
('20140311','2014','03','11'),
('20140312','2014','03','12'),
('20140313','2014','03','13'),
('20140314','2014','03','14'),
('20140315','2014','03','15'),
('20140316','2014','03','16'),
('20140317','2014','03','17'),
('20140318','2014','03','18'),
('20140319','2014','03','19'),
('20140320','2014','03','20'),
('20140321','2014','03','21'),
('20140322','2014','03','22'),
('20140324','2014','03','24'),
('20140325','2014','03','25'),
('20140326','2014','03','26'),
('20140327','2014','03','27'),
('20140328','2014','03','28'),
('20140329','2014','03','29'),
('20140330','2014','03','30'),
('20140331','2014','03','31'),
('20140401','2014','04','01'),
('20140402','2014','04','02'),
('20140403','2014','04','03'),
('20140404','2014','04','04'),
('20140405','2014','04','05'),
('20140406','2014','04','06'),
('20140407','2014','04','07'),
('20140408','2014','04','08'),
('20140409','2014','04','09'),
('20140410','2014','04','10'),
('20140411','2014','04','11'),
('20140412','2014','04','12'),
('20140413','2014','04','13'),
('20140414','2014','04','14'),
('20140415','2014','04','15'),
('20140416','2014','04','16'),
('20140417','2014','04','17'),
('20140418','2014','04','18'),
('20140419','2014','04','19'),
('20140420','2014','04','20'),
('20140421','2014','04','21'),
('20140422','2014','04','22'),
('20140423','2014','04','23'),
('20140424','2014','04','24'),
('20140425','2014','04','25'),
('20140426','2014','04','26'),
('20140427','2014','04','27'),
('20140428','2014','04','28'),
('20140429','2014','04','29'),
('20140430','2014','04','30'),
('20140501','2014','05','01'),
('20140502','2014','05','02'),
('20140503','2014','05','03'),
('20140504','2014','05','04'),
('20140505','2014','05','05'),
('20140506','2014','05','06'),
('20140507','2014','05','07'),
('20140508','2014','05','08'),
('20140509','2014','05','09'),
('20140510','2014','05','10'),
('20140511','2014','05','11'),
('20140512','2014','05','12'),
('20140513','2014','05','13'),
('20140514','2014','05','14'),
('20140515','2014','05','15'),
('20140516','2014','05','16'),
('20140517','2014','05','17'),
('20140518','2014','05','18'),
('20140519','2014','05','19'),
('20140520','2014','05','20'),
('20140521','2014','05','21'),
('20140522','2014','05','22'),
('20140523','2014','05','23'),
('20140524','2014','05','24'),
('20140525','2014','05','25'),
('20140526','2014','05','26'),
('20140527','2014','05','27'),
('20140528','2014','05','28'),
('20140529','2014','05','29'),
('20140530','2014','05','30'),
('20140531','2014','05','31'),
('20140601','2014','06','01'),
('20140602','2014','06','02'),
('20140603','2014','06','03'),
('20140604','2014','06','04'),
('20140605','2014','06','05'),
('20140606','2014','06','06'),
('20140607','2014','06','07'),
('20140608','2014','06','08'),
('20140609','2014','06','09'),
('20140610','2014','06','10'),
('20140611','2014','06','11'),
('20140612','2014','06','12'),
('20140613','2014','06','13'),
('20140614','2014','06','14'),
('20140615','2014','06','15'),
('20140616','2014','06','16'),
('20140617','2014','06','17'),
('20140618','2014','06','18'),
('20140619','2014','06','19'),
('20140620','2014','06','20'),
('20140621','2014','06','21'),
('20140622','2014','06','22'),
('20140623','2014','06','23'),
('20140624','2014','06','24'),
('20140625','2014','06','25'),
('20140626','2014','06','26'),
('20140627','2014','06','27'),
('20140628','2014','06','28'),
('20140629','2014','06','29'),
('20140630','2014','06','30'),
('20140707','2014','07','07'),
('20140708','2014','07','08'),
('20140709','2014','07','09'),
('20140710','2014','07','10'),
('20140711','2014','07','11'),
('20140712','2014','07','12'),
('20140713','2014','07','13'),
('20140714','2014','07','14'),
('20140715','2014','07','15'),
('20140716','2014','07','16'),
('20140717','2014','07','17'),
('20140718','2014','07','18'),
('20140719','2014','07','19'),
('20140720','2014','07','20'),
('20140721','2014','07','21'),
('20140722','2014','07','22'),
('20140723','2014','07','23'),
('20140724','2014','07','24'),
('20140725','2014','07','25'),
('20140726','2014','07','26'),
('20140727','2014','07','27'),
('20140728','2014','07','28'),
('20140729','2014','07','29'),
('20140730','2014','07','30'),
('20140731','2014','07','31'),
('20140801','2014','08','01'),
('20140802','2014','08','02'),
('20140803','2014','08','03'),
('20140804','2014','08','04'),
('20140805','2014','08','05'),
('20140806','2014','08','06'),
('20140807','2014','08','07'),
('20140808','2014','08','08'),
('20140809','2014','08','09'),
('20140810','2014','08','10'),
('20140811','2014','08','11'),
('20140812','2014','08','12'),
('20140813','2014','08','13'),
('20140814','2014','08','14'),
('20140815','2014','08','15'),
('20140816','2014','08','16'),
('20140817','2014','08','17'),
('20140818','2014','08','18'),
('20140819','2014','08','19'),
('20140820','2014','08','20'),
('20140821','2014','08','21'),
('20140822','2014','08','22'),
('20140823','2014','08','23'),
('20140824','2014','08','24'),
('20140825','2014','08','25'),
('20140826','2014','08','26'),
('20140827','2014','08','27'),
('20140828','2014','08','28'),
('20140829','2014','08','29'),
('20140830','2014','08','30'),
('20140831','2014','08','31'),
('20140901','2014','09','01'),
('20140902','2014','09','02'),
('20140903','2014','09','03'),
('20140904','2014','09','04'),
('20140905','2014','09','05'),
('20140906','2014','09','06'),
('20140907','2014','09','07'),
('20140908','2014','09','08'),
('20140909','2014','09','09'),
('20140910','2014','09','10'),
('20140911','2014','09','11'),
('20140912','2014','09','12'),
('20140913','2014','09','13'),
('20140914','2014','09','14'),
('20140915','2014','09','15'),
('20140916','2014','09','16'),
('20140917','2014','09','17'),
('20140918','2014','09','18'),
('20140919','2014','09','19'),
('20140920','2014','09','20'),
('20140921','2014','09','21'),
('20140922','2014','09','22'),
('20140923','2014','09','23'),
('20140924','2014','09','24'),
('20140925','2014','09','25'),
('20140926','2014','09','26'),
('20140927','2014','09','27'),
('20140928','2014','09','28'),
('20140929','2014','09','29'),
('20140930','2014','09','30'),
('20141001','2014','10','01'),
('20141002','2014','10','02'),
('20141003','2014','10','03'),
('20141004','2014','10','04'),
('20141005','2014','10','05'),
('20141006','2014','10','06'),
('20141007','2014','10','07'),
('20141008','2014','10','08'),
('20141009','2014','10','09'),
('20141010','2014','10','10'),
('20141011','2014','10','11'),
('20141012','2014','10','12'),
('20141013','2014','10','13'),
('20141014','2014','10','14'),
('20141015','2014','10','15'),
('20141016','2014','10','16'),
('20141017','2014','10','17'),
('20141018','2014','10','18'),
('20141019','2014','10','19'),
('20141020','2014','10','20'),
('20141021','2014','10','21'),
('20141022','2014','10','22'),
('20141023','2014','10','23'),
('20141024','2014','10','24'),
('20141025','2014','10','25'),
('20141026','2014','10','26'),
('20141027','2014','10','27'),
('20141028','2014','10','28'),
('20141029','2014','10','29'),
('20141030','2014','10','30'),
('20141031','2014','10','31'),
('20141101','2014','11','01'),
('20141102','2014','11','02'),
('20141103','2014','11','03'),
('20141104','2014','11','04'),
('20141105','2014','11','05'),
('20141106','2014','11','06'),
('20141107','2014','11','07'),
('20141108','2014','11','08'),
('20141109','2014','11','09'),
('20141110','2014','11','10'),
('20141111','2014','11','11'),
('20141112','2014','11','12'),
('20141113','2014','11','13'),
('20141114','2014','11','14'),
('20141115','2014','11','15'),
('20141116','2014','11','16'),
('20141117','2014','11','17'),
('20141118','2014','11','18'),
('20141119','2014','11','19'),
('20141120','2014','11','20'),
('20141121','2014','11','21'),
('20141122','2014','11','22'),
('20141123','2014','11','23'),
('20141124','2014','11','24'),
('20141125','2014','11','25'),
('20141126','2014','11','26'),
('20141127','2014','11','27'),
('20141128','2014','11','28'),
('20141129','2014','11','29'),
('20141130','2014','11','30'),
('20141201','2014','12','01'),
('20141202','2014','12','02'),
('20141203','2014','12','03'),
('20141204','2014','12','04'),
('20141205','2014','12','05'),
('20141206','2014','12','06'),
('20141207','2014','12','07'),
('20141208','2014','12','08'),
('20141209','2014','12','09'),
('20141210','2014','12','10'),
('20141211','2014','12','11'),
('20141212','2014','12','12'),
('20141213','2014','12','13'),
('20141214','2014','12','14'),
('20141215','2014','12','15'),
('20141216','2014','12','16'),
('20141217','2014','12','17'),
('20141230','2014','12','30'),
('20141231','2014','12','31'),
('20140701','2014','07','01'),
('20140702','2014','07','02'),
('20140703','2014','07','03'),
('20140704','2014','07','04'),
('20140705','2014','07','05'),
('20140706','2014','07','06'),
('20141218','2014','12','18'),
('20141219','2014','12','19'),
('20141220','2014','12','20'),
('20141221','2014','12','21'),
('20141222','2014','12','22'),
('20141223','2014','12','23'),
('20141224','2014','12','24'),
('20141225','2014','12','25'),
('20141226','2014','12','26'),
('20141227','2014','12','27'),
('20141228','2014','12','28'),
('20141229','2014','12','29'),
('20140104','2014','01','04'),
('20140105','2014','01','05'),
('20140109','2014','01','09'),
('20140110','2014','01','10'),
('20140111','2014','01','11'),
('20140112','2014','01','12'),
('20140113','2014','01','13'),
('20140114','2014','01','14'),
('20140115','2014','01','15'),
('20140116','2014','01','16'),
('20140117','2014','01','17'),
('20140118','2014','01','18'),
('20140119','2014','01','19'),
('20140120','2014','01','20'),
('20140121','2014','01','21'),
('20140122','2014','01','22'),
('20140123','2014','01','23'),
('20140124','2014','01','24'),
('20140125','2014','01','25'),
('20140126','2014','01','26'),
('20140127','2014','01','27'),
('20140128','2014','01','28'),
('20140129','2014','01','29'),
('20140130','2014','01','30'),
('20140131','2014','01','31'),
('20140201','2014','02','01'),
('20140202','2014','02','02'),
('20140203','2014','02','03'),
('20140204','2014','02','04'),
('20140205','2014','02','05'),
('20140206','2014','02','06'),
('20140207','2014','02','07'),
('20140208','2014','02','08'),
('20140209','2014','02','09'),
('20140210','2014','02','10'),
('20140211','2014','02','11'),
('20140212','2014','02','12'),
('20140213','2014','02','13'),
('20140214','2014','02','14'),
('20140215','2014','02','15'),
('20140216','2014','02','16'),
('20140217','2014','02','17'),
('20140301','2014','03','01'),
('20140302','2014','03','02'),
('20140323','2014','03','23'),
('20150101','2015','01','01'),
('20150302','2015','03','02'),
('20150303','2015','03','03'),
('20150304','2015','03','04'),
('20150305','2015','03','05'),
('20150306','2015','03','06'),
('20150309','2015','03','09'),
